,probe_id,data_center_url,IP,probe latitude,probe longitude,data center latitude,data center longitude
17,1000559,https://speedtest.frankfurt.linode.com/,139.162.130.8,42.6915,23.3395,50.1188,8.6843
18,1000559,https://feitsui-fra-1251417183.cos.eu-frankfurt.myqcloud.com/ping.html,162.62.150.176,42.6915,23.3395,50.1188,8.6843
19,1000559,https://feitsui-fra.ge-fra.ufileos.com/ping.html,128.14.225.21,42.6915,23.3395,50.1153,8.6805
20,1000559,https://objectstorage.il-jerusalem-1.oraclecloud.com/ping,134.70.172.1,42.6915,23.3395,31.7674,35.2186
21,1000559,https://objectstorage.eu-stockholm-1.oraclecloud.com/ping,134.70.156.1,42.6915,23.3395,59.2466,18.1168
22,1000559,https://objectstorage.eu-amsterdam-1.oraclecloud.com/ping,134.70.104.1,42.6915,23.3395,52.352,4.9392
23,1000559,https://objectstorage.eu-zurich-1.oraclecloud.com/ping,134.70.88.3,42.6915,23.3395,47.4049,8.4631
24,1000559,https://objectstorage.eu-marseille-1.oraclecloud.com/ping,134.70.164.1,42.6915,23.3395,43.3736,5.3547
25,1000559,https://objectstorage.eu-milan-1.oraclecloud.com/ping,134.70.168.1,42.6915,23.3395,45.3161,9.206
26,1000559,https://objectstorage.eu-paris-1.oraclecloud.com/ping,134.70.180.1,42.6915,23.3395,48.8323,2.4075
27,29049,https://ec2.us-east-1.amazonaws.com/ping,209.54.181.135,30.3615,-91.0005,39.0438,-77.4874
28,29049,https://ec2.us-east-2.amazonaws.com/ping,99.78.180.181,30.3615,-91.0005,40.0992,-83.1141
29,29049,https://ec2.us-west-1.amazonaws.com/ping,176.32.118.30,30.3615,-91.0005,37.3394,-121.895
30,29049,https://ec2.us-west-2.amazonaws.com/ping,52.94.181.41,30.3615,-91.0005,45.5235,-122.676
31,29049,https://ec2.ca-central-1.amazonaws.com/ping,52.94.100.54,30.3615,-91.0005,43.6532,-79.3832
32,29049,https://feitsui-silicon-valley.oss-us-west-1.aliyuncs.com/ping.html,47.254.114.119,30.3615,-91.0005,36.7783,-119.418
33,29049,https://feitsui-virginia.oss-us-east-1.aliyuncs.com/ping.html,47.253.30.167,30.3615,-91.0005,37.4316,-78.6569
34,29049,https://wa-us-ping.vultr.com,108.61.194.105,30.3615,-91.0005,47.3798,-122.2893
35,29049,https://lax-ca-us-ping.vultr.com,108.61.219.200,30.3615,-91.0005,34.0544,-118.244
36,29049,https://sjo-ca-us-ping.vultr.com,104.156.230.107,30.3615,-91.0005,37.3931,-121.962
37,29049,https://fl-us-ping.vultr.com,104.156.244.232,30.3615,-91.0005,25.8119,-80.2318
38,29049,https://ga-us-ping.vultr.com,108.61.193.166,30.3615,-91.0005,33.7838,-84.4455
39,29049,https://hon-hi-us-ping.vultr.com,208.72.154.76,30.3615,-91.0005,21.3037,-157.8667
40,29049,https://il-us-ping.vultr.com,107.191.51.12,30.3615,-91.0005,42.0048,-87.9954
41,29049,https://nj-us-ping.vultr.com,108.61.149.182,30.3615,-91.0005,40.5511,-74.4606
42,29049,https://tx-us-ping.vultr.com,108.61.224.175,30.3615,-91.0005,32.7889,-96.8021
43,29049,https://tor-ca-ping.vultr.com,149.248.50.81,30.3615,-91.0005,43.709,-79.4057
44,29049,https://mex-mx-ping.vultr.com,216.238.66.16,30.3615,-91.0005,20.5762,-100.2951
45,29049,https://speedtest.newark.linode.com/,50.116.57.237,30.3615,-91.0005,40.8229,-74.4592
46,29049,https://speedtest.atlanta.linode.com/,192.155.94.157,30.3615,-91.0005,33.7485,-84.3871
47,29049,https://speedtest.dallas.linode.com/,50.116.25.154,30.3615,-91.0005,32.9473,-96.7028
48,29049,https://speedtest.fremont.linode.com/,50.116.14.9,30.3615,-91.0005,37.5625,-122.0004
49,29049,https://speedtest.toronto1.linode.com/,172.105.30.21,30.3615,-91.0005,43.709,-79.4057
50,29049,https://feitsui-iad-1251417183.cos.na-ashburn.myqcloud.com/ping.html,49.51.77.119,30.3615,-91.0005,39.0469,-77.4903
51,29049,https://feitsui-siliconvalley-1251417183.cos.na-siliconvalley.myqcloud.com/ping.html,170.106.97.195,30.3615,-91.0005,37.3382,-121.886
52,29049,https://feitsui-yto-1251417183.cos.na-toronto.myqcloud.com/ping.html,49.51.54.104,30.3615,-91.0005,44.3893,-79.6903
53,29049,https://feitsui-lax.us-ca.ufileos.com/ping.html,118.193.76.37,30.3615,-91.0005,34.0544,-118.2441
54,29049,https://objectstorage.ca-toronto-1.oraclecloud.com/ping,134.70.72.3,30.3615,-91.0005,43.8072,-79.5946
55,29049,https://objectstorage.us-sanjose-1.oraclecloud.com/ping,134.70.124.2,30.3615,-91.0005,37.2329,-121.7875
56,29049,https://objectstorage.mx-monterrey-1.oraclecloud.com/ping,134.70.200.1,30.3615,-91.0005,25.7729,-100.2237
57,29049,https://objectstorage.us-ashburn-1.oraclecloud.com/ping,134.70.32.1,30.3615,-91.0005,39.018,-77.539
58,29049,https://objectstorage.us-phoenix-1.oraclecloud.com/ping,134.70.8.1,30.3615,-91.0005,33.4656,-111.9956
59,29049,https://objectstorage.mx-queretaro-1.oraclecloud.com/ping,134.70.184.1,30.3615,-91.0005,20.527,-100.3141
60,29049,https://objectstorage.us-chicago-1.oraclecloud.com/ping,134.70.192.1,30.3615,-91.0005,41.8486,-87.6288
61,52844,https://ec2.ap-northeast-3.amazonaws.com/ping,13.248.4.70,37.7795,140.4495,34.6937,135.502
62,52844,https://ec2.ap-northeast-2.amazonaws.com/ping,52.95.193.80,37.7795,140.4495,37.5665,126.978
63,52844,https://ec2.ap-northeast-1.amazonaws.com/ping,99.77.62.126,37.7795,140.4495,35.6895,139.692
64,52844,https://feitsui-icn.oss-ap-northeast-2.aliyuncs.com/ping.html,149.129.12.59,37.7795,140.4495,37.5794,126.9754
65,52844,https://feitsui-nrt.oss-ap-northeast-1.aliyuncs.com/ping.html,47.245.49.2,37.7795,140.4495,35.6893,139.6899
66,52844,https://hnd-jp-ping.vultr.com,108.61.201.151,37.7795,140.4495,34.509,135.793
67,52844,https://sel-kor-ping.vultr.com,141.164.34.61,37.7795,140.4495,37.5681,126.8998
68,52844,https://speedtest.tokyo2.linode.com/,139.162.65.37,37.7795,140.4495,35.6893,139.6899
69,52844,https://feitsui-icn-1251417183.cos.ap-seoul.myqcloud.com/ping.html,119.28.147.117,37.7795,140.4495,37.5665,126.9779
70,52844,https://feitsui-nrt-1251417183.cos.ap-tokyo.myqcloud.com/ping.html,43.128.240.52,37.7795,140.4495,35.6761,139.6503
71,52844,https://feitsui-icn.kr-seoul.ufileos.com/ping.html,165.154.85.11,37.7795,140.4495,37.5794,126.9754
72,52844,https://objectstorage.ap-seoul-1.oraclecloud.com/ping,134.70.96.3,37.7795,140.4495,37.5985,126.9783
73,52844,https://objectstorage.ap-osaka-1.oraclecloud.com/ping,134.70.112.3,37.7795,140.4495,34.8225,135.4711
74,52844,https://objectstorage.ap-tokyo-1.oraclecloud.com/ping,134.70.80.3,37.7795,140.4495,35.798,140.1803
75,52844,https://objectstorage.ap-chuncheon-1.oraclecloud.com/ping,134.70.132.2,37.7795,140.4495,37.8897,127.736
76,24628,https://ec2.sa-east-1.amazonaws.com/ping,177.72.245.165,-23.6685,-46.7415,-23.5505,-46.6333
77,24628,https://sao-br-ping.vultr.com,216.238.98.118,-23.6685,-46.7415,-23.5312,-46.7901
78,24628,https://feitsui-gru-1251417183.cos.sa-saopaulo.myqcloud.com/ping.html,43.135.205.247,-23.6685,-46.7415,-23.5505,-46.6333
79,24628,https://feitsui-gru.bra-saopaulo.ufileos.com/ping.html,172.96.124.47,-23.6685,-46.7415,-23.5505,-46.6333
80,24628,https://objectstorage.sa-saopaulo-1.oraclecloud.com/ping,134.70.84.3,-23.6685,-46.7415,-23.5475,-46.6361
81,24628,https://objectstorage.sa-vinhedo-1.oraclecloud.com/ping,134.70.140.1,-23.6685,-46.7415,-23.0564,-46.9834
82,21529,https://ec2.eu-south-1.amazonaws.com/ping,52.119.132.74,50.6415,5.5785,45.4681,9.2011
83,21529,https://ec2.eu-central-1.amazonaws.com/ping,52.94.138.238,50.6415,5.5785,50.1109,8.68213
84,21529,https://ec2.eu-west-1.amazonaws.com/ping,54.239.37.252,50.6415,5.5785,53.3498,-6.26031
85,21529,https://ec2.eu-west-2.amazonaws.com/ping,52.94.48.63,50.6415,5.5785,51.5074,-0.127758
86,21529,https://ec2.eu-west-3.amazonaws.com/ping,52.46.68.57,50.6415,5.5785,48.8566,2.35222
87,21529,https://ec2.eu-north-1.amazonaws.com/ping,52.46.196.96,50.6415,5.5785,59.3293,18.0686
88,21529,https://feitsui-fra.oss-eu-central-1.aliyuncs.com/ping.html,47.254.186.91,50.6415,5.5785,50.1138,8.6521
89,21529,https://feitsui-lhr.oss-eu-west-1.aliyuncs.com/ping.html,8.208.40.164,50.6415,5.5785,51.5088,-0.093
90,21529,https://fra-de-ping.vultr.com,108.61.210.117,50.6415,5.5785,50.1103,8.7147
91,21529,https://mad-es-ping.vultr.com,208.76.222.30,50.6415,5.5785,40.4163,-3.6934
92,21529,https://par-fr-ping.vultr.com,108.61.209.127,50.6415,5.5785,48.9163,2.3869
93,21529,https://lon-gb-ping.vultr.com,108.61.196.101,50.6415,5.5785,51.5026,-0.0668
94,21529,https://ams-nl-ping.vultr.com,108.61.198.102,50.6415,5.5785,52.3891,4.6563
95,21529,https://waw-pl-ping.vultr.com,70.34.242.24,50.6415,5.5785,52.2296,21.0067
96,21529,https://sto-se-ping.vultr.com,70.34.194.86,50.6415,5.5785,59.3779,17.9155
97,21529,https://speedtest.frankfurt.linode.com/,139.162.130.8,50.6415,5.5785,50.1188,8.6843
98,21529,https://speedtest.london.linode.com/,176.58.107.39,50.6415,5.5785,51.5088,-0.093
99,21529,https://feitsui-fra-1251417183.cos.eu-frankfurt.myqcloud.com/ping.html,162.62.150.176,50.6415,5.5785,50.1188,8.6843
100,21529,https://feitsui-fra.ge-fra.ufileos.com/ping.html,128.14.225.21,50.6415,5.5785,50.1153,8.6805
101,21529,https://objectstorage.eu-madrid-1.oraclecloud.com/ping,134.70.176.1,50.6415,5.5785,40.4327,-3.621
102,21529,https://objectstorage.eu-stockholm-1.oraclecloud.com/ping,134.70.156.1,50.6415,5.5785,59.2466,18.1168
103,21529,https://objectstorage.eu-amsterdam-1.oraclecloud.com/ping,134.70.104.1,50.6415,5.5785,52.352,4.9392
104,21529,https://objectstorage.eu-zurich-1.oraclecloud.com/ping,134.70.88.3,50.6415,5.5785,47.4049,8.4631
105,21529,https://objectstorage.uk-cardiff-1.oraclecloud.com/ping,134.70.136.1,50.6415,5.5785,51.5893,-2.9931
106,21529,https://objectstorage.eu-marseille-1.oraclecloud.com/ping,134.70.164.1,50.6415,5.5785,43.3736,5.3547
107,21529,https://objectstorage.eu-milan-1.oraclecloud.com/ping,134.70.168.1,50.6415,5.5785,45.3161,9.206
108,21529,https://objectstorage.uk-london-1.oraclecloud.com/ping,134.70.64.1,50.6415,5.5785,51.5177,-0.6215
109,21529,https://objectstorage.eu-paris-1.oraclecloud.com/ping,134.70.180.1,50.6415,5.5785,48.8323,2.4075
110,24908,https://ec2.us-east-1.amazonaws.com/ping,209.54.181.135,43.0515,-124.4225,39.0438,-77.4874
111,24908,https://ec2.us-east-2.amazonaws.com/ping,99.78.180.181,43.0515,-124.4225,40.0992,-83.1141
112,24908,https://ec2.us-west-1.amazonaws.com/ping,176.32.118.30,43.0515,-124.4225,37.3394,-121.895
113,24908,https://ec2.us-west-2.amazonaws.com/ping,52.94.181.41,43.0515,-124.4225,45.5235,-122.676
114,24908,https://feitsui-silicon-valley.oss-us-west-1.aliyuncs.com/ping.html,47.254.114.119,43.0515,-124.4225,36.7783,-119.418
115,24908,https://feitsui-virginia.oss-us-east-1.aliyuncs.com/ping.html,47.253.30.167,43.0515,-124.4225,37.4316,-78.6569
116,24908,https://wa-us-ping.vultr.com,108.61.194.105,43.0515,-124.4225,47.3798,-122.2893
117,24908,https://lax-ca-us-ping.vultr.com,108.61.219.200,43.0515,-124.4225,34.0544,-118.244
118,24908,https://sjo-ca-us-ping.vultr.com,104.156.230.107,43.0515,-124.4225,37.3931,-121.962
119,24908,https://fl-us-ping.vultr.com,104.156.244.232,43.0515,-124.4225,25.8119,-80.2318
120,24908,https://ga-us-ping.vultr.com,108.61.193.166,43.0515,-124.4225,33.7838,-84.4455
121,24908,https://hon-hi-us-ping.vultr.com,208.72.154.76,43.0515,-124.4225,21.3037,-157.8667
122,24908,https://il-us-ping.vultr.com,107.191.51.12,43.0515,-124.4225,42.0048,-87.9954
123,24908,https://nj-us-ping.vultr.com,108.61.149.182,43.0515,-124.4225,40.5511,-74.4606
124,24908,https://tx-us-ping.vultr.com,108.61.224.175,43.0515,-124.4225,32.7889,-96.8021
125,24908,https://speedtest.newark.linode.com/,50.116.57.237,43.0515,-124.4225,40.8229,-74.4592
126,24908,https://speedtest.atlanta.linode.com/,192.155.94.157,43.0515,-124.4225,33.7485,-84.3871
127,24908,https://speedtest.dallas.linode.com/,50.116.25.154,43.0515,-124.4225,32.9473,-96.7028
128,24908,https://speedtest.fremont.linode.com/,50.116.14.9,43.0515,-124.4225,37.5625,-122.0004
129,24908,https://feitsui-iad-1251417183.cos.na-ashburn.myqcloud.com/ping.html,49.51.77.119,43.0515,-124.4225,39.0469,-77.4903
130,24908,https://feitsui-siliconvalley-1251417183.cos.na-siliconvalley.myqcloud.com/ping.html,170.106.97.195,43.0515,-124.4225,37.3382,-121.886
131,24908,https://feitsui-lax.us-ca.ufileos.com/ping.html,118.193.76.37,43.0515,-124.4225,34.0544,-118.2441
132,24908,https://objectstorage.us-sanjose-1.oraclecloud.com/ping,134.70.124.2,43.0515,-124.4225,37.2329,-121.7875
133,24908,https://objectstorage.us-ashburn-1.oraclecloud.com/ping,134.70.32.1,43.0515,-124.4225,39.018,-77.539
134,24908,https://objectstorage.us-phoenix-1.oraclecloud.com/ping,134.70.8.1,43.0515,-124.4225,33.4656,-111.9956
135,24908,https://objectstorage.us-chicago-1.oraclecloud.com/ping,134.70.192.1,43.0515,-124.4225,41.8486,-87.6288
136,1000327,https://ec2.af-south-1.amazonaws.com/ping,99.78.136.92,-22.5595,17.0685,-26.2041,28.0473
137,1000327,https://objectstorage.af-johannesburg-1.oraclecloud.com/ping,134.70.160.1,-22.5595,17.0685,-26.2309,28.0583
138,30596,https://ec2.me-south-1.amazonaws.com/ping,99.82.128.102,32.8205,35.0715,26.2167,50.5833
139,30596,https://objectstorage.me-jeddah-1.oraclecloud.com/ping,134.70.100.3,32.8205,35.0715,21.5168,39.2192
140,30596,https://objectstorage.il-jerusalem-1.oraclecloud.com/ping,134.70.172.1,32.8205,35.0715,31.7674,35.2186
141,1005846,https://ec2.ap-east-1.amazonaws.com/ping,13.248.36.100,14.6205,121.0095,22.3964,114.109
142,1005846,https://feitsui-mnl.oss-ap-southeast-6.aliyuncs.com/ping.html,8.212.139.140,14.6205,121.0095,14.6019,120.9896
143,1005846,https://feitsui-hkg-1251417183.cos.ap-hongkong.myqcloud.com/ping.html,43.132.105.108,14.6205,121.0095,22.3193,114.1693
144,1005846,https://feitsui-hk.hk.ufileos.com/ping.html,123.58.223.81,14.6205,121.0095,22.3193,114.169
145,1005846,https://feitsui-tpe.tw-tp.ufileos.com/ping.html,152.32.231.7,14.6205,121.0095,25.0504,121.5324
146,1005846,https://feitsui-sgn.vn-sng.ufileos.com/ping.html,152.32.160.33,14.6205,121.0095,10.822,106.6257
147,51025,https://ec2.us-east-1.amazonaws.com/ping,209.54.181.135,43.1295,-77.5615,39.0438,-77.4874
148,51025,https://ec2.us-east-2.amazonaws.com/ping,99.78.180.181,43.1295,-77.5615,40.0992,-83.1141
149,51025,https://ec2.us-west-1.amazonaws.com/ping,176.32.118.30,43.1295,-77.5615,37.3394,-121.895
150,51025,https://ec2.us-west-2.amazonaws.com/ping,52.94.181.41,43.1295,-77.5615,45.5235,-122.676
151,51025,https://ec2.ca-central-1.amazonaws.com/ping,52.94.100.54,43.1295,-77.5615,43.6532,-79.3832
152,51025,https://feitsui-silicon-valley.oss-us-west-1.aliyuncs.com/ping.html,47.254.114.119,43.1295,-77.5615,36.7783,-119.418
153,51025,https://feitsui-virginia.oss-us-east-1.aliyuncs.com/ping.html,47.253.30.167,43.1295,-77.5615,37.4316,-78.6569
154,51025,https://wa-us-ping.vultr.com,108.61.194.105,43.1295,-77.5615,47.3798,-122.2893
155,51025,https://lax-ca-us-ping.vultr.com,108.61.219.200,43.1295,-77.5615,34.0544,-118.244
156,51025,https://sjo-ca-us-ping.vultr.com,104.156.230.107,43.1295,-77.5615,37.3931,-121.962
157,51025,https://fl-us-ping.vultr.com,104.156.244.232,43.1295,-77.5615,25.8119,-80.2318
158,51025,https://ga-us-ping.vultr.com,108.61.193.166,43.1295,-77.5615,33.7838,-84.4455
159,51025,https://hon-hi-us-ping.vultr.com,208.72.154.76,43.1295,-77.5615,21.3037,-157.8667
160,51025,https://il-us-ping.vultr.com,107.191.51.12,43.1295,-77.5615,42.0048,-87.9954
161,51025,https://nj-us-ping.vultr.com,108.61.149.182,43.1295,-77.5615,40.5511,-74.4606
162,51025,https://tx-us-ping.vultr.com,108.61.224.175,43.1295,-77.5615,32.7889,-96.8021
163,51025,https://tor-ca-ping.vultr.com,149.248.50.81,43.1295,-77.5615,43.709,-79.4057
164,51025,https://speedtest.newark.linode.com/,50.116.57.237,43.1295,-77.5615,40.8229,-74.4592
165,51025,https://speedtest.atlanta.linode.com/,192.155.94.157,43.1295,-77.5615,33.7485,-84.3871
166,51025,https://speedtest.dallas.linode.com/,50.116.25.154,43.1295,-77.5615,32.9473,-96.7028
167,51025,https://speedtest.fremont.linode.com/,50.116.14.9,43.1295,-77.5615,37.5625,-122.0004
168,51025,https://speedtest.toronto1.linode.com/,172.105.30.21,43.1295,-77.5615,43.709,-79.4057
169,51025,https://feitsui-iad-1251417183.cos.na-ashburn.myqcloud.com/ping.html,49.51.77.119,43.1295,-77.5615,39.0469,-77.4903
170,51025,https://feitsui-siliconvalley-1251417183.cos.na-siliconvalley.myqcloud.com/ping.html,170.106.97.195,43.1295,-77.5615,37.3382,-121.886
171,51025,https://feitsui-yto-1251417183.cos.na-toronto.myqcloud.com/ping.html,49.51.54.104,43.1295,-77.5615,44.3893,-79.6903
172,51025,https://feitsui-lax.us-ca.ufileos.com/ping.html,118.193.76.37,43.1295,-77.5615,34.0544,-118.2441
173,51025,https://objectstorage.ca-toronto-1.oraclecloud.com/ping,134.70.72.3,43.1295,-77.5615,43.8072,-79.5946
174,51025,https://objectstorage.us-sanjose-1.oraclecloud.com/ping,134.70.124.2,43.1295,-77.5615,37.2329,-121.7875
175,51025,https://objectstorage.us-ashburn-1.oraclecloud.com/ping,134.70.32.1,43.1295,-77.5615,39.018,-77.539
176,51025,https://objectstorage.us-phoenix-1.oraclecloud.com/ping,134.70.8.1,43.1295,-77.5615,33.4656,-111.9956
177,51025,https://objectstorage.ca-montreal-1.oraclecloud.com/ping,134.70.116.1,43.1295,-77.5615,45.4914,-73.74
178,51025,https://objectstorage.us-chicago-1.oraclecloud.com/ping,134.70.192.1,43.1295,-77.5615,41.8486,-87.6288
179,14723,https://ec2.eu-north-1.amazonaws.com/ping,52.46.196.96,55.7785,37.4585,59.3293,18.0686
180,14723,https://waw-pl-ping.vultr.com,70.34.242.24,55.7785,37.4585,52.2296,21.0067
181,14723,https://sto-se-ping.vultr.com,70.34.194.86,55.7785,37.4585,59.3779,17.9155
182,14723,https://objectstorage.eu-stockholm-1.oraclecloud.com/ping,134.70.156.1,55.7785,37.4585,59.2466,18.1168
183,1004600,https://ec2.eu-south-1.amazonaws.com/ping,52.119.132.74,50.1575,16.9475,45.4681,9.2011
184,1004600,https://ec2.eu-central-1.amazonaws.com/ping,52.94.138.238,50.1575,16.9475,50.1109,8.68213
185,1004600,https://ec2.eu-west-1.amazonaws.com/ping,54.239.37.252,50.1575,16.9475,53.3498,-6.26031
186,1004600,https://ec2.eu-west-2.amazonaws.com/ping,52.94.48.63,50.1575,16.9475,51.5074,-0.127758
187,1004600,https://ec2.eu-west-3.amazonaws.com/ping,52.46.68.57,50.1575,16.9475,48.8566,2.35222
188,1004600,https://ec2.eu-north-1.amazonaws.com/ping,52.46.196.96,50.1575,16.9475,59.3293,18.0686
189,1004600,https://feitsui-fra.oss-eu-central-1.aliyuncs.com/ping.html,47.254.186.91,50.1575,16.9475,50.1138,8.6521
190,1004600,https://feitsui-lhr.oss-eu-west-1.aliyuncs.com/ping.html,8.208.40.164,50.1575,16.9475,51.5088,-0.093
191,1004600,https://fra-de-ping.vultr.com,108.61.210.117,50.1575,16.9475,50.1103,8.7147
192,1004600,https://mad-es-ping.vultr.com,208.76.222.30,50.1575,16.9475,40.4163,-3.6934
193,1004600,https://par-fr-ping.vultr.com,108.61.209.127,50.1575,16.9475,48.9163,2.3869
194,1004600,https://lon-gb-ping.vultr.com,108.61.196.101,50.1575,16.9475,51.5026,-0.0668
195,1004600,https://ams-nl-ping.vultr.com,108.61.198.102,50.1575,16.9475,52.3891,4.6563
196,1004600,https://waw-pl-ping.vultr.com,70.34.242.24,50.1575,16.9475,52.2296,21.0067
197,1004600,https://sto-se-ping.vultr.com,70.34.194.86,50.1575,16.9475,59.3779,17.9155
198,1004600,https://speedtest.frankfurt.linode.com/,139.162.130.8,50.1575,16.9475,50.1188,8.6843
199,1004600,https://speedtest.london.linode.com/,176.58.107.39,50.1575,16.9475,51.5088,-0.093
200,1004600,https://feitsui-fra-1251417183.cos.eu-frankfurt.myqcloud.com/ping.html,162.62.150.176,50.1575,16.9475,50.1188,8.6843
201,1004600,https://feitsui-fra.ge-fra.ufileos.com/ping.html,128.14.225.21,50.1575,16.9475,50.1153,8.6805
202,1004600,https://objectstorage.eu-madrid-1.oraclecloud.com/ping,134.70.176.1,50.1575,16.9475,40.4327,-3.621
203,1004600,https://objectstorage.eu-stockholm-1.oraclecloud.com/ping,134.70.156.1,50.1575,16.9475,59.2466,18.1168
204,1004600,https://objectstorage.eu-amsterdam-1.oraclecloud.com/ping,134.70.104.1,50.1575,16.9475,52.352,4.9392
205,1004600,https://objectstorage.eu-zurich-1.oraclecloud.com/ping,134.70.88.3,50.1575,16.9475,47.4049,8.4631
206,1004600,https://objectstorage.uk-cardiff-1.oraclecloud.com/ping,134.70.136.1,50.1575,16.9475,51.5893,-2.9931
207,1004600,https://objectstorage.eu-marseille-1.oraclecloud.com/ping,134.70.164.1,50.1575,16.9475,43.3736,5.3547
208,1004600,https://objectstorage.eu-milan-1.oraclecloud.com/ping,134.70.168.1,50.1575,16.9475,45.3161,9.206
209,1004600,https://objectstorage.uk-london-1.oraclecloud.com/ping,134.70.64.1,50.1575,16.9475,51.5177,-0.6215
210,1004600,https://objectstorage.eu-paris-1.oraclecloud.com/ping,134.70.180.1,50.1575,16.9475,48.8323,2.4075
211,53569,https://ec2.me-south-1.amazonaws.com/ping,99.82.128.102,40.3615,50.0705,26.2167,50.5833
212,53569,https://feitsui-dxb.oss-me-east-1.aliyuncs.com/ping.html,47.91.99.18,40.3615,50.0705,25.0731,55.298
213,53569,https://feitsui-dxb.uae-dubai.ufileos.com/ping.html,23.248.184.33,40.3615,50.0705,25.1212,55.2005
214,53569,https://objectstorage.il-jerusalem-1.oraclecloud.com/ping,134.70.172.1,40.3615,50.0705,31.7674,35.2186
215,53569,https://objectstorage.me-abudhabi-1.oraclecloud.com/ping,134.70.144.1,40.3615,50.0705,24.4267,54.615
216,53569,https://objectstorage.me-dubai-1.oraclecloud.com/ping,134.70.148.1,40.3615,50.0705,25.2633,55.3087
217,18833,https://ec2.eu-south-1.amazonaws.com/ping,52.119.132.74,41.5885,-4.7315,45.4681,9.2011
218,18833,https://ec2.eu-central-1.amazonaws.com/ping,52.94.138.238,41.5885,-4.7315,50.1109,8.68213
219,18833,https://ec2.eu-west-1.amazonaws.com/ping,54.239.37.252,41.5885,-4.7315,53.3498,-6.26031
220,18833,https://ec2.eu-west-2.amazonaws.com/ping,52.94.48.63,41.5885,-4.7315,51.5074,-0.127758
221,18833,https://ec2.eu-west-3.amazonaws.com/ping,52.46.68.57,41.5885,-4.7315,48.8566,2.35222
222,18833,https://feitsui-fra.oss-eu-central-1.aliyuncs.com/ping.html,47.254.186.91,41.5885,-4.7315,50.1138,8.6521
223,18833,https://feitsui-lhr.oss-eu-west-1.aliyuncs.com/ping.html,8.208.40.164,41.5885,-4.7315,51.5088,-0.093
224,18833,https://fra-de-ping.vultr.com,108.61.210.117,41.5885,-4.7315,50.1103,8.7147
225,18833,https://mad-es-ping.vultr.com,208.76.222.30,41.5885,-4.7315,40.4163,-3.6934
226,18833,https://par-fr-ping.vultr.com,108.61.209.127,41.5885,-4.7315,48.9163,2.3869
227,18833,https://lon-gb-ping.vultr.com,108.61.196.101,41.5885,-4.7315,51.5026,-0.0668
228,18833,https://ams-nl-ping.vultr.com,108.61.198.102,41.5885,-4.7315,52.3891,4.6563
229,18833,https://speedtest.frankfurt.linode.com/,139.162.130.8,41.5885,-4.7315,50.1188,8.6843
230,18833,https://speedtest.london.linode.com/,176.58.107.39,41.5885,-4.7315,51.5088,-0.093
231,18833,https://feitsui-fra-1251417183.cos.eu-frankfurt.myqcloud.com/ping.html,162.62.150.176,41.5885,-4.7315,50.1188,8.6843
232,18833,https://feitsui-fra.ge-fra.ufileos.com/ping.html,128.14.225.21,41.5885,-4.7315,50.1153,8.6805
233,18833,https://objectstorage.eu-madrid-1.oraclecloud.com/ping,134.70.176.1,41.5885,-4.7315,40.4327,-3.621
234,18833,https://objectstorage.eu-amsterdam-1.oraclecloud.com/ping,134.70.104.1,41.5885,-4.7315,52.352,4.9392
